Timestamp,velocidad_viento,precipitacion,humedad,temperatura,presion_superficie,radiacion_solar,radiacion_infrarroja
2025-01-29 12:00:00,1.42426,0.0,0.00600293,281.957,99219.5,0.0,348.687
2025-01-29 15:00:00,1.85699,0.0,0.00587917,282.217,99404.9,7.21977,344.195
2025-01-29 18:00:00,1.15968,0.0,0.00622525,284.252,99521.2,130.921,359.788
2025-01-29 21:00:00,2.8214,0.0,0.00622575,285.187,99317.4,530.037,316.749
2025-01-30 00:00:00,2.26947,0.0,0.00637518,284.939,99269.9,318.015,333.283
2025-01-30 03:00:00,1.16551,0.0,0.00645612,283.097,99438.9,15.473,326.646
2025-01-30 06:00:00,0.25501,0.0,0.00609323,282.372,99520.9,0.0,333.336
2025-01-30 09:00:00,1.67786,0.0,0.00599235,281.837,99510.4,0.0,326.162
2025-01-30 12:00:00,2.11736,0.0,0.00575087,281.467,99527.4,0.0,329.119
2025-01-30 15:00:00,2.32522,0.0,0.00552838,281.794,99653.4,7.38669,332.949
2025-01-30 18:00:00,1.24395,0.0,0.00521957,285.159,99751.8,263.447,322.535
2025-01-30 21:00:00,5.12298,0.0,0.00575542,285.837,99660.5,524.596,318.147
2025-01-31 00:00:00,3.81269,0.0,0.00596042,285.489,99570.2,304.447,332.369
2025-01-31 03:00:00,1.42955,0.0,0.00608755,282.824,99573.8,14.0675,319.006
2025-01-31 06:00:00,1.2524,0.0,0.00581739,282.359,99668.4,0.0,292.68
2025-01-31 09:00:00,0.692031,0.0,0.00556692,281.707,99643.3,0.0,289.242
2025-01-31 12:00:00,1.07059,0.0,0.00536469,281.049,99592.1,0.0,285.81
2025-01-31 15:00:00,1.12202,0.0,0.00521063,281.484,99662.4,10.8044,283.528
2025-01-31 18:00:00,2.05055,0.0,0.00572038,285.729,99803.5,307.178,288.417
2025-01-31 21:00:00,4.00308,0.0,0.00631477,286.544,99646.5,572.297,302.629
2025-02-01 00:00:00,2.22534,0.0,0.00687019,286.082,99476.8,354.896,307.614
2025-02-01 03:00:00,1.98794,0.0,0.00689207,283.444,99529.6,18.5902,305.487
2025-02-01 06:00:00,0.78753,0.0,0.00658874,282.834,99555.3,0.0,332.551
2025-02-01 09:00:00,1.24259,0.0,0.00624587,283.044,99400.4,0.0,349.295
2025-02-01 12:00:00,1.69452,0.0,0.00614042,282.817,99312.7,0.0,310.926
2025-02-01 15:00:00,1.40361,0.0,0.00608589,283.249,99395.5,11.1888,293.405
2025-02-01 18:00:00,3.16401,0.0,0.00616097,288.427,99466.4,310.3,299.184
2025-02-01 21:00:00,2.52162,0.0,0.00670977,288.809,99273.5,575.932,314.252
2025-02-02 00:00:00,2.03811,0.0,0.00724691,288.312,99169.1,358.194,317.922
2025-02-02 03:00:00,1.97744,0.0,0.00752383,286.252,99256.1,19.6085,316.615
2025-02-02 06:00:00,0.998412,0.0,0.00720205,285.917,99283.9,0.0,311.206
2025-02-02 09:00:00,1.61055,0.0,0.00690944,285.704,99238.4,0.0,308.61
2025-02-02 12:00:00,2.40077,0.0,0.00653785,286.377,99167.3,0.0,308.92
2025-02-02 15:00:00,1.89407,0.0,0.00653656,286.839,99234.3,10.5435,319.555
2025-02-02 18:00:00,2.37958,0.0,0.00713321,292.249,99272.5,312.852,317.044
2025-02-02 21:00:00,2.83547,0.0,0.00775348,291.792,99038.9,579.611,332.584
2025-02-03 00:00:00,1.41529,0.0,0.00822828,290.402,98870.8,361.546,333.137
2025-02-03 03:00:00,0.98325,0.0,0.00800089,287.887,98922.3,20.29,327.807
2025-02-03 06:00:00,1.12866,0.0,0.00789856,287.292,98979.3,0.0,319.377
2025-02-03 09:00:00,1.35265,0.0,0.00788335,286.567,98865.9,0.0,336.487
2025-02-03 12:00:00,1.11645,0.0,0.00774285,286.087,98774.8,0.0,353.744
2025-02-03 15:00:00,2.33093,0.0,0.00784463,285.749,98864.8,11.3858,327.139
2025-02-03 18:00:00,2.42555,0.0,0.00793545,289.494,98921.7,304.11,332.884
2025-02-03 21:00:00,3.37934,0.0,0.00831816,289.617,98690.2,548.77,350.451
